Technology,TechDetail,Metric,Parameter,ParameterDetail,Value,Units,$Year,Scenario,Year,atb_year,Description,ResourceDetail,ResourceDetail2,Source,Notes,TechDetail2
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,0,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,Long Valley caldera - deep,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,5657,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,Long Valley caldera - deep,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,Long Valley caldera - deep,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,163,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,Long Valley caldera - deep,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,0,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,Long Valley caldera - deep,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4500,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10,Long Valley caldera - deep,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10,Long Valley caldera - deep,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,143,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10,Long Valley caldera - deep,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,0,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10,Long Valley caldera - deep,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3915,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10,Long Valley caldera - deep,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10,Long Valley caldera - deep,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,138,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10,Long Valley caldera - deep,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,205,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Soda Lake area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,205,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Soda Lake area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,205,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Soda Lake area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,36,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Soda Lake area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4351,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Soda Lake area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Soda Lake area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,142,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Soda Lake area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,36,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Soda Lake area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4117,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Soda Lake area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Soda Lake area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,138,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Soda Lake area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,36,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Soda Lake area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3825,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Soda Lake area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Soda Lake area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,139,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Soda Lake area,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,215,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Beowawe HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,215,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Beowawe HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,215,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Beowawe HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,40,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Beowawe HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4787,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Beowawe HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Beowawe HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,145,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Beowawe HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,40,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Beowawe HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4070,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Beowawe HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Beowawe HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,133,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Beowawe HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,40,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Beowawe HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3664,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Beowawe HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Beowawe HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,132,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Beowawe HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,215,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Desert Peak,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,215,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Desert Peak,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,215,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Desert Peak,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,15,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Desert Peak,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,5728,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Desert Peak,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Desert Peak,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,169,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Desert Peak,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,15,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Desert Peak,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,5251,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Desert Peak,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Desert Peak,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,164,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Desert Peak,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,15,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Desert Peak,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4844,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Desert Peak,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Desert Peak,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,165,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Desert Peak,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,225,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Dixie Valley Geothermal Field,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,225,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Dixie Valley Geothermal Field,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,225,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Dixie Valley Geothermal Field,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,93,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Dixie Valley Geothermal Field,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3791,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Dixie Valley Geothermal Field,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Dixie Valley Geothermal Field,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,125,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Dixie Valley Geothermal Field,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,93,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12,Dixie Valley Geothermal Field,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3542,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Dixie Valley Geothermal Field,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Dixie Valley Geothermal Field,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,121,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Dixie Valley Geothermal Field,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,93,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12,Dixie Valley Geothermal Field,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3291,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Dixie Valley Geothermal Field,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Dixie Valley Geothermal Field,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,121,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12,Dixie Valley Geothermal Field,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,225,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31,Valles Caldera - Sulphur Springs,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,225,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31,Valles Caldera - Sulphur Springs,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,225,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31,Valles Caldera - Sulphur Springs,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,0,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31,Valles Caldera - Sulphur Springs,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,5971,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31,Valles Caldera - Sulphur Springs,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31,Valles Caldera - Sulphur Springs,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,162,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31,Valles Caldera - Sulphur Springs,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,0,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 31,Valles Caldera - Sulphur Springs,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4657,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31,Valles Caldera - Sulphur Springs,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31,Valles Caldera - Sulphur Springs,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,143,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31,Valles Caldera - Sulphur Springs,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,0,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 31,Valles Caldera - Sulphur Springs,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3978,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31,Valles Caldera - Sulphur Springs,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31,Valles Caldera - Sulphur Springs,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,140,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 31,Valles Caldera - Sulphur Springs,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,250,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,North Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,250,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10,North Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,250,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10,North Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,74,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,North Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3300,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,North Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,North Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,111,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,North Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,74,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,North Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3091,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10,North Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10,North Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,108,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10,North Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,74,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10,North Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3000,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10,North Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10,North Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,109,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10,North Brawley,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,250,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 25,Roosevelt HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,250,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 25,Roosevelt HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,250,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 25,Roosevelt HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,85,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 25,Roosevelt HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3149,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 25,Roosevelt HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 25,Roosevelt HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,109,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 25,Roosevelt HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,85,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 25,Roosevelt HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3034,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 25,Roosevelt HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 25,Roosevelt HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,107,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 25,Roosevelt HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,85,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 25,Roosevelt HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3000,$/kW net,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 25,Roosevelt HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 25,Roosevelt HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,108,$/kW,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 25,Roosevelt HS,ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,250,C,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,South Brawley (Mesquite),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,250,C,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10,South Brawley (Mesquite),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Estimated Temperature,,250,C,2017,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10,South Brawley (Mesquite),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,42,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,South Brawley (Mesquite),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,4277,$/kW net,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,South Brawley (Mesquite),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,South Brawley (Mesquite),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,126,$/kW,2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,South Brawley (Mesquite),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,42,(MW),2017,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10,South Brawley (Mesquite),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Overnight Capital Cost,,3455,$/kW net,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10,South Brawley (Mesquite),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,0,$/kWh,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10,South Brawley (Mesquite),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,O&M Costs,,113,$/kW,2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10,South Brawley (Mesquite),ReEDS,,
Geothermal,HydroFlash,Full Supply Curve,Net Capacity,,42,(MW),2017,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10,South Brawley (Mesquite),ReEDS,,
